time_ns,rmsd_angstrom
5.600000000000000533e+00,4.152687072753906250e+00
5.650000000000000355e+00,4.168587684631347656e+00
5.700000000000000178e+00,4.287454128265380859e+00
5.750000000000000000e+00,4.258464813232421875e+00
5.800000000000000711e+00,4.341143608093261719e+00
5.850000000000000533e+00,4.347559452056884766e+00
5.900000000000000355e+00,4.513833999633789062e+00
5.950000000000000178e+00,4.593966484069824219e+00
6.000000000000000000e+00,4.627622604370117188e+00
6.050000000000000711e+00,4.509420394897460938e+00
6.100000000000000533e+00,4.677426338195800781e+00
6.150000000000000355e+00,4.592467308044433594e+00
6.200000000000000178e+00,4.632193565368652344e+00
6.250000000000000000e+00,4.577328681945800781e+00
6.300000000000000711e+00,4.394648075103759766e+00
6.350000000000000533e+00,4.590008735656738281e+00
6.400000000000000355e+00,4.619780540466308594e+00
6.450000000000000178e+00,4.706305503845214844e+00
6.500000000000000000e+00,4.774438858032226562e+00
6.550000000000000711e+00,4.737972259521484375e+00
6.600000000000000533e+00,4.657464027404785156e+00
6.650000000000000355e+00,4.589516162872314453e+00
6.700000000000000178e+00,4.537829875946044922e+00
6.750000000000000000e+00,4.487383365631103516e+00
6.800000000000000711e+00,4.434554576873779297e+00
6.850000000000000533e+00,4.455170631408691406e+00
6.900000000000000355e+00,4.371918678283691406e+00
6.950000000000000178e+00,4.340698242187500000e+00
7.000000000000000000e+00,4.272237777709960938e+00
7.050000000000000711e+00,4.159260749816894531e+00
7.100000000000000533e+00,4.166550159454345703e+00
7.150000000000000355e+00,4.101856708526611328e+00
7.200000000000000178e+00,4.251947402954101562e+00
7.250000000000000000e+00,4.221361637115478516e+00
7.300000000000000711e+00,4.176694393157958984e+00
7.350000000000000533e+00,4.267881393432617188e+00
7.400000000000000355e+00,4.398986339569091797e+00
7.450000000000000178e+00,4.451534271240234375e+00
7.500000000000000000e+00,4.610942840576171875e+00
7.550000000000000711e+00,4.562076568603515625e+00
7.600000000000000533e+00,4.656680583953857422e+00
7.650000000000000355e+00,4.606523513793945312e+00
7.700000000000000178e+00,4.687169075012207031e+00
7.750000000000000000e+00,4.689596176147460938e+00
7.800000000000000711e+00,4.606571674346923828e+00
7.850000000000000533e+00,4.625625610351562500e+00
7.900000000000000355e+00,4.879277229309082031e+00
7.950000000000000178e+00,5.013872146606445312e+00
8.000000000000000000e+00,5.089137077331542969e+00
8.050000000000000711e+00,5.175823688507080078e+00
8.099999999999999645e+00,5.100180625915527344e+00
8.150000000000000355e+00,5.099029541015625000e+00
8.200000000000001066e+00,5.131072521209716797e+00
8.250000000000000000e+00,5.039698600769042969e+00
8.300000000000000711e+00,5.002120494842529297e+00
8.349999999999999645e+00,5.067605972290039062e+00
8.400000000000000355e+00,5.116968631744384766e+00
8.450000000000001066e+00,5.053660392761230469e+00
8.500000000000000000e+00,5.149693489074707031e+00
8.550000000000000711e+00,5.123715400695800781e+00
8.599999999999999645e+00,5.199563980102539062e+00
8.650000000000000355e+00,5.168017864227294922e+00
8.700000000000001066e+00,5.164727210998535156e+00
8.750000000000000000e+00,4.996949195861816406e+00
8.800000000000000711e+00,5.079804420471191406e+00
8.849999999999999645e+00,5.153445243835449219e+00
8.900000000000000355e+00,5.089726448059082031e+00
8.950000000000001066e+00,5.032213211059570312e+00
9.000000000000000000e+00,5.073966026306152344e+00
9.050000000000000711e+00,5.271779537200927734e+00
9.099999999999999645e+00,5.206011772155761719e+00
9.150000000000000355e+00,5.265314102172851562e+00
9.200000000000001066e+00,5.483262538909912109e+00
9.250000000000000000e+00,5.489665985107421875e+00
9.300000000000000711e+00,5.533384323120117188e+00
9.349999999999999645e+00,5.387382507324218750e+00
9.400000000000000355e+00,5.389954090118408203e+00
9.450000000000001066e+00,5.436083793640136719e+00
9.500000000000000000e+00,5.637215614318847656e+00
9.550000000000000711e+00,5.589662075042724609e+00
9.600000000000001421e+00,5.543853759765625000e+00
9.650000000000000355e+00,5.384692192077636719e+00
9.700000000000001066e+00,5.339878082275390625e+00
9.750000000000000000e+00,5.477487087249755859e+00
9.800000000000000711e+00,5.466348171234130859e+00
9.850000000000001421e+00,5.404249668121337891e+00
9.900000000000000355e+00,5.309089660644531250e+00
9.950000000000001066e+00,5.342221260070800781e+00
1.000000000000000000e+01,5.289155960083007812e+00
1.005000000000000071e+01,5.163768768310546875e+00
1.010000000000000142e+01,5.223541259765625000e+00
1.015000000000000036e+01,5.267625808715820312e+00
1.020000000000000107e+01,5.206710815429687500e+00
1.025000000000000000e+01,5.088751792907714844e+00
1.030000000000000071e+01,5.062284469604492188e+00
1.035000000000000142e+01,4.988239288330078125e+00
1.040000000000000036e+01,4.982150077819824219e+00
1.045000000000000107e+01,4.874375343322753906e+00
1.050000000000000000e+01,4.834302902221679688e+00
1.055000000000000071e+01,4.936939239501953125e+00
1.060000000000000142e+01,4.958652973175048828e+00
1.065000000000000036e+01,4.807883262634277344e+00
1.070000000000000107e+01,4.733599662780761719e+00
1.075000000000000000e+01,4.639669418334960938e+00
1.080000000000000071e+01,4.646944046020507812e+00
1.085000000000000142e+01,4.496893882751464844e+00
1.090000000000000036e+01,4.610912799835205078e+00
1.095000000000000107e+01,4.580712318420410156e+00
1.100000000000000000e+01,4.756192684173583984e+00
1.105000000000000071e+01,4.778068542480468750e+00
1.110000000000000142e+01,4.831955432891845703e+00
1.115000000000000036e+01,4.916691780090332031e+00
1.120000000000000107e+01,4.852704048156738281e+00
1.125000000000000000e+01,4.897491931915283203e+00
1.130000000000000071e+01,4.903776168823242188e+00
1.135000000000000142e+01,4.764054298400878906e+00
1.140000000000000036e+01,4.879303932189941406e+00
1.145000000000000107e+01,4.837357997894287109e+00
1.150000000000000000e+01,4.897410392761230469e+00
1.155000000000000071e+01,4.857406616210937500e+00
1.160000000000000142e+01,4.799612045288085938e+00
1.165000000000000036e+01,4.934597969055175781e+00
1.170000000000000107e+01,5.079273700714111328e+00
1.175000000000000000e+01,5.076991558074951172e+00
1.180000000000000071e+01,5.035765171051025391e+00
1.185000000000000142e+01,5.002916336059570312e+00
1.190000000000000036e+01,4.962841033935546875e+00
1.195000000000000107e+01,4.870038509368896484e+00
1.200000000000000000e+01,4.999546051025390625e+00
1.205000000000000071e+01,5.033460617065429688e+00
1.210000000000000142e+01,4.903585433959960938e+00
1.215000000000000036e+01,4.932979583740234375e+00
1.220000000000000107e+01,4.904091835021972656e+00
1.225000000000000000e+01,4.894909858703613281e+00
1.230000000000000071e+01,4.901199340820312500e+00
1.235000000000000142e+01,5.000171184539794922e+00
1.240000000000000036e+01,4.991286277770996094e+00
1.245000000000000107e+01,4.946879386901855469e+00
1.250000000000000000e+01,4.862510681152343750e+00
1.255000000000000071e+01,4.802121639251708984e+00
1.260000000000000142e+01,4.777544021606445312e+00
1.265000000000000036e+01,4.841282844543457031e+00
1.270000000000000107e+01,4.769789695739746094e+00
1.275000000000000000e+01,4.682618141174316406e+00
1.280000000000000071e+01,4.718104362487792969e+00
1.285000000000000142e+01,4.769755840301513672e+00
1.290000000000000036e+01,4.850506782531738281e+00
1.295000000000000107e+01,4.913410186767578125e+00
1.300000000000000000e+01,4.854071617126464844e+00
1.305000000000000071e+01,4.823185920715332031e+00
1.310000000000000142e+01,4.870222091674804688e+00
1.315000000000000036e+01,4.968197345733642578e+00
1.320000000000000107e+01,4.942629337310791016e+00
1.325000000000000000e+01,5.088963508605957031e+00
1.330000000000000071e+01,4.952162742614746094e+00
1.335000000000000142e+01,4.969540119171142578e+00
1.340000000000000036e+01,4.982594490051269531e+00
1.345000000000000107e+01,5.067967414855957031e+00
1.350000000000000000e+01,5.101596832275390625e+00
1.355000000000000071e+01,5.166353225708007812e+00
1.360000000000000142e+01,4.982667446136474609e+00
1.365000000000000036e+01,5.006443500518798828e+00
1.370000000000000107e+01,5.087537765502929688e+00
1.375000000000000000e+01,5.183930397033691406e+00
1.380000000000000071e+01,5.208916664123535156e+00
1.385000000000000142e+01,5.227019309997558594e+00
1.390000000000000036e+01,5.387498855590820312e+00
1.395000000000000107e+01,5.494839668273925781e+00
1.400000000000000000e+01,5.473679542541503906e+00
1.405000000000000071e+01,5.487543106079101562e+00
1.410000000000000142e+01,5.530797958374023438e+00
1.415000000000000036e+01,5.673410415649414062e+00
1.420000000000000107e+01,5.725257873535156250e+00
1.425000000000000000e+01,5.664042472839355469e+00
1.430000000000000071e+01,5.729365348815917969e+00
1.435000000000000142e+01,5.729599952697753906e+00
1.440000000000000036e+01,5.794540882110595703e+00
1.445000000000000107e+01,5.799228191375732422e+00
1.450000000000000000e+01,5.857358932495117188e+00
1.455000000000000071e+01,5.962532997131347656e+00
1.460000000000000142e+01,6.035351753234863281e+00
1.465000000000000036e+01,5.919431686401367188e+00
1.470000000000000107e+01,5.947061538696289062e+00
1.475000000000000000e+01,5.956181526184082031e+00
1.480000000000000071e+01,5.960453510284423828e+00
1.485000000000000142e+01,5.964251518249511719e+00
1.490000000000000036e+01,5.833473205566406250e+00
1.495000000000000107e+01,5.883128643035888672e+00
1.500000000000000000e+01,5.956508636474609375e+00
1.505000000000000071e+01,6.034636020660400391e+00
1.510000000000000142e+01,6.022747993469238281e+00
1.515000000000000036e+01,5.868389129638671875e+00
1.520000000000000107e+01,6.102877616882324219e+00
1.525000000000000000e+01,6.118067741394042969e+00
1.530000000000000071e+01,6.115338802337646484e+00
1.535000000000000142e+01,6.064703464508056641e+00
1.540000000000000036e+01,6.067256927490234375e+00
1.545000000000000107e+01,6.138025760650634766e+00
1.550000000000000000e+01,6.089505195617675781e+00
1.555000000000000071e+01,6.111731529235839844e+00
1.560000000000000142e+01,6.065612316131591797e+00
1.565000000000000036e+01,6.049366950988769531e+00
1.570000000000000107e+01,6.105644226074218750e+00
1.575000000000000000e+01,6.230414390563964844e+00
1.580000000000000071e+01,6.101631164550781250e+00
1.585000000000000142e+01,5.938710212707519531e+00
1.590000000000000036e+01,6.052244186401367188e+00
1.595000000000000107e+01,6.125563621520996094e+00
1.600000000000000000e+01,6.031099319458007812e+00
1.605000000000000071e+01,6.072283744812011719e+00
1.610000000000000142e+01,6.087067604064941406e+00
1.615000000000000213e+01,6.045734882354736328e+00
1.619999999999999929e+01,6.083396911621093750e+00
1.625000000000000000e+01,5.974404335021972656e+00
1.630000000000000071e+01,6.053087711334228516e+00
1.635000000000000142e+01,5.951287269592285156e+00
1.640000000000000213e+01,6.107783317565917969e+00
1.644999999999999929e+01,6.020569801330566406e+00
1.650000000000000000e+01,6.211203575134277344e+00
1.655000000000000071e+01,6.180690765380859375e+00
1.660000000000000142e+01,6.228984832763671875e+00
1.665000000000000213e+01,6.224311828613281250e+00
1.669999999999999929e+01,6.303987026214599609e+00
1.675000000000000000e+01,6.264005184173583984e+00
1.680000000000000071e+01,6.295815944671630859e+00
1.685000000000000142e+01,6.435116291046142578e+00
1.690000000000000213e+01,6.413551330566406250e+00
1.694999999999999929e+01,6.411726951599121094e+00
1.700000000000000000e+01,6.653523445129394531e+00
1.705000000000000071e+01,6.669148445129394531e+00
1.710000000000000142e+01,6.661543369293212891e+00
1.715000000000000213e+01,6.628836631774902344e+00
1.719999999999999929e+01,6.663160324096679688e+00
1.725000000000000000e+01,6.699907302856445312e+00
1.730000000000000071e+01,6.705709934234619141e+00
1.735000000000000142e+01,6.789036273956298828e+00
1.740000000000000213e+01,6.786041736602783203e+00
1.744999999999999929e+01,6.847182750701904297e+00
1.750000000000000000e+01,6.704330444335937500e+00
1.755000000000000071e+01,6.744850158691406250e+00
1.760000000000000142e+01,6.798804759979248047e+00
1.765000000000000213e+01,6.844561100006103516e+00
1.769999999999999929e+01,6.650755882263183594e+00
1.775000000000000000e+01,6.666410446166992188e+00
1.780000000000000071e+01,6.494371414184570312e+00
1.785000000000000142e+01,6.591566085815429688e+00
1.790000000000000213e+01,6.440028667449951172e+00
1.794999999999999929e+01,6.459590911865234375e+00
1.800000000000000000e+01,6.309916496276855469e+00
1.805000000000000071e+01,6.414494037628173828e+00
1.810000000000000142e+01,6.506145477294921875e+00
1.815000000000000213e+01,6.532272815704345703e+00
1.819999999999999929e+01,6.468276023864746094e+00
1.825000000000000000e+01,6.362356662750244141e+00
1.830000000000000071e+01,6.387255668640136719e+00
1.835000000000000142e+01,6.378348350524902344e+00
1.840000000000000213e+01,6.384720802307128906e+00
1.844999999999999929e+01,6.396256446838378906e+00
1.850000000000000000e+01,6.408844947814941406e+00
1.855000000000000071e+01,6.392406940460205078e+00
1.860000000000000142e+01,6.441573143005371094e+00
1.865000000000000213e+01,6.464409828186035156e+00
1.869999999999999929e+01,6.425894737243652344e+00
1.875000000000000000e+01,6.409235954284667969e+00
1.880000000000000071e+01,6.362671852111816406e+00
1.885000000000000142e+01,6.343651771545410156e+00
1.890000000000000213e+01,6.459084033966064453e+00
1.894999999999999929e+01,6.357461929321289062e+00
1.900000000000000000e+01,6.495136260986328125e+00
1.905000000000000071e+01,6.443423271179199219e+00
1.910000000000000142e+01,6.396907806396484375e+00
1.915000000000000213e+01,6.461194992065429688e+00
1.920000000000000284e+01,6.513723373413085938e+00
1.925000000000000000e+01,6.488280296325683594e+00
1.930000000000000071e+01,6.601813793182373047e+00
1.935000000000000142e+01,6.552380561828613281e+00
1.940000000000000213e+01,6.511211872100830078e+00
1.945000000000000284e+01,6.600795745849609375e+00
1.950000000000000000e+01,6.621932029724121094e+00
1.955000000000000071e+01,6.619026184082031250e+00
1.960000000000000142e+01,6.604209899902343750e+00
1.965000000000000213e+01,6.708158493041992188e+00
1.970000000000000284e+01,6.643055915832519531e+00
1.975000000000000000e+01,6.725754737854003906e+00
1.980000000000000071e+01,6.678289890289306641e+00
1.985000000000000142e+01,6.720524787902832031e+00
1.990000000000000213e+01,6.852066516876220703e+00
1.995000000000000284e+01,6.776815414428710938e+00
2.000000000000000000e+01,6.751068115234375000e+00
2.005000000000000071e+01,6.706283569335937500e+00
2.010000000000000142e+01,6.665215492248535156e+00
2.015000000000000213e+01,6.745597839355468750e+00
2.020000000000000284e+01,6.659366607666015625e+00
2.025000000000000000e+01,6.761350631713867188e+00
2.030000000000000071e+01,6.685757637023925781e+00
2.035000000000000142e+01,6.674171447753906250e+00
2.040000000000000213e+01,6.772586822509765625e+00
2.045000000000000284e+01,6.745006561279296875e+00
2.050000000000000000e+01,6.607197761535644531e+00
2.055000000000000071e+01,6.618109703063964844e+00
2.060000000000000142e+01,6.549868106842041016e+00
2.065000000000000213e+01,6.461823463439941406e+00
2.070000000000000284e+01,6.478847503662109375e+00
2.075000000000000000e+01,6.477334022521972656e+00
2.080000000000000071e+01,6.517233848571777344e+00
2.085000000000000142e+01,6.458368301391601562e+00
2.090000000000000213e+01,6.421783924102783203e+00
2.095000000000000284e+01,6.411908626556396484e+00
2.100000000000000000e+01,6.407598495483398438e+00
2.105000000000000071e+01,6.522139549255371094e+00
2.110000000000000142e+01,6.436650276184082031e+00
2.115000000000000213e+01,6.463229656219482422e+00
2.120000000000000284e+01,6.488428592681884766e+00
2.125000000000000000e+01,6.449320316314697266e+00
2.130000000000000071e+01,6.415163040161132812e+00
2.135000000000000142e+01,6.516012191772460938e+00
2.140000000000000213e+01,6.589211463928222656e+00
2.145000000000000284e+01,6.626252174377441406e+00
2.150000000000000000e+01,6.536046981811523438e+00
2.155000000000000071e+01,6.528773307800292969e+00
2.160000000000000142e+01,6.462279319763183594e+00
2.165000000000000213e+01,6.440385818481445312e+00
2.170000000000000284e+01,6.405927658081054688e+00
2.175000000000000000e+01,6.405216217041015625e+00
2.180000000000000071e+01,6.408142089843750000e+00
2.185000000000000142e+01,6.378135681152343750e+00
2.190000000000000213e+01,6.444231986999511719e+00
2.195000000000000284e+01,6.509055137634277344e+00
2.200000000000000000e+01,6.558684349060058594e+00
2.205000000000000071e+01,6.658771514892578125e+00
2.210000000000000142e+01,6.613980293273925781e+00
2.215000000000000213e+01,6.600346088409423828e+00
2.220000000000000284e+01,6.651381492614746094e+00
2.225000000000000000e+01,6.486963272094726562e+00
2.230000000000000071e+01,6.516735076904296875e+00
2.235000000000000142e+01,6.629513263702392578e+00
2.240000000000000213e+01,6.619777679443359375e+00
2.245000000000000284e+01,6.592910766601562500e+00
2.250000000000000000e+01,6.625125408172607422e+00
2.255000000000000071e+01,6.634031772613525391e+00
2.260000000000000142e+01,6.684998512268066406e+00
2.265000000000000213e+01,6.664466381072998047e+00
2.270000000000000284e+01,6.631906509399414062e+00
2.275000000000000000e+01,6.623523712158203125e+00
2.280000000000000071e+01,6.683139324188232422e+00
2.285000000000000142e+01,6.732172966003417969e+00
2.290000000000000213e+01,6.708944797515869141e+00
2.295000000000000284e+01,6.747427940368652344e+00
2.300000000000000000e+01,6.826248168945312500e+00
2.305000000000000071e+01,6.772921562194824219e+00
2.310000000000000142e+01,6.837841033935546875e+00
2.315000000000000213e+01,6.772367477416992188e+00
2.320000000000000284e+01,6.793995857238769531e+00
2.325000000000000000e+01,6.782892227172851562e+00
2.330000000000000071e+01,6.825630187988281250e+00
2.335000000000000142e+01,6.888063430786132812e+00
2.340000000000000213e+01,6.741395950317382812e+00
2.345000000000000284e+01,6.705479621887207031e+00
2.350000000000000000e+01,6.699259281158447266e+00
2.355000000000000071e+01,6.914543151855468750e+00
2.360000000000000142e+01,6.788060665130615234e+00
2.365000000000000213e+01,6.789086341857910156e+00
2.370000000000000284e+01,6.750962734222412109e+00
2.375000000000000000e+01,6.793519973754882812e+00
2.380000000000000071e+01,6.840514659881591797e+00
2.385000000000000142e+01,6.798123359680175781e+00
2.390000000000000213e+01,6.787094593048095703e+00
2.395000000000000284e+01,6.816586494445800781e+00
2.400000000000000000e+01,6.761986732482910156e+00
2.405000000000000071e+01,6.863612174987792969e+00
2.410000000000000142e+01,6.748528957366943359e+00
2.415000000000000213e+01,6.828244209289550781e+00
2.420000000000000284e+01,6.836453437805175781e+00
2.425000000000000000e+01,6.872241020202636719e+00
2.430000000000000071e+01,6.902731895446777344e+00
2.435000000000000142e+01,6.882225036621093750e+00
2.440000000000000213e+01,7.070945739746093750e+00
2.445000000000000284e+01,7.102534294128417969e+00
2.450000000000000000e+01,7.135912895202636719e+00
2.455000000000000071e+01,7.129197120666503906e+00
2.460000000000000142e+01,6.978075027465820312e+00
2.465000000000000213e+01,6.924036979675292969e+00
2.470000000000000284e+01,6.898316383361816406e+00
2.475000000000000000e+01,6.874829292297363281e+00
2.480000000000000071e+01,6.955043792724609375e+00
2.485000000000000142e+01,6.869589805603027344e+00
2.490000000000000213e+01,6.882235050201416016e+00
2.495000000000000284e+01,6.901062011718750000e+00
2.500000000000000000e+01,6.913699626922607422e+00
2.505000000000000071e+01,7.053734779357910156e+00
2.510000000000000142e+01,7.183964252471923828e+00
2.515000000000000213e+01,7.058850765228271484e+00
2.520000000000000284e+01,6.999228477478027344e+00
2.525000000000000000e+01,6.913074970245361328e+00
2.530000000000000071e+01,6.808563232421875000e+00
2.535000000000000142e+01,6.732042312622070312e+00
2.540000000000000213e+01,6.827081680297851562e+00
2.545000000000000284e+01,6.859939575195312500e+00
2.550000000000000000e+01,6.839483737945556641e+00
2.555000000000000071e+01,6.827654838562011719e+00
2.560000000000000142e+01,6.960631847381591797e+00
2.565000000000000213e+01,6.943650245666503906e+00
2.570000000000000284e+01,6.880569458007812500e+00
2.575000000000000000e+01,6.943789482116699219e+00
2.580000000000000071e+01,6.933362483978271484e+00
2.585000000000000142e+01,6.971439361572265625e+00
2.590000000000000213e+01,7.032854080200195312e+00
2.595000000000000284e+01,6.995283126831054688e+00
2.600000000000000000e+01,6.990268707275390625e+00
2.605000000000000071e+01,6.983050346374511719e+00
2.610000000000000142e+01,6.987623214721679688e+00
2.615000000000000213e+01,7.002960205078125000e+00
2.620000000000000284e+01,7.070063114166259766e+00
2.625000000000000000e+01,7.076886177062988281e+00
2.630000000000000071e+01,7.197687149047851562e+00
2.635000000000000142e+01,7.155950546264648438e+00
2.640000000000000213e+01,7.182803153991699219e+00
2.645000000000000284e+01,7.139008998870849609e+00
2.650000000000000000e+01,7.202934265136718750e+00
2.655000000000000071e+01,7.188045501708984375e+00
2.660000000000000142e+01,7.078472137451171875e+00
2.665000000000000213e+01,6.976681232452392578e+00
2.670000000000000284e+01,7.061063766479492188e+00
2.675000000000000000e+01,7.028289794921875000e+00
2.680000000000000071e+01,7.006706714630126953e+00
2.685000000000000142e+01,6.983866691589355469e+00
2.690000000000000213e+01,7.077674865722656250e+00
2.695000000000000284e+01,7.208751678466796875e+00
2.700000000000000000e+01,7.098929405212402344e+00
2.705000000000000071e+01,7.063289642333984375e+00
2.710000000000000142e+01,7.015589237213134766e+00
2.715000000000000213e+01,6.953533172607421875e+00
2.720000000000000284e+01,7.029089450836181641e+00
2.725000000000000000e+01,7.014229297637939453e+00
2.730000000000000071e+01,7.033934593200683594e+00
2.735000000000000142e+01,7.010725021362304688e+00
2.740000000000000213e+01,7.022666931152343750e+00
2.745000000000000284e+01,7.132250785827636719e+00
2.750000000000000000e+01,7.136386871337890625e+00
2.755000000000000071e+01,7.138523101806640625e+00
2.760000000000000142e+01,7.113195419311523438e+00
2.765000000000000213e+01,7.146158218383789062e+00
2.770000000000000284e+01,7.171612739562988281e+00
2.775000000000000000e+01,7.234699249267578125e+00
2.780000000000000071e+01,7.052193641662597656e+00
2.785000000000000142e+01,7.146098136901855469e+00
2.790000000000000213e+01,7.153753280639648438e+00
2.795000000000000284e+01,7.185958862304687500e+00
2.800000000000000000e+01,7.161904335021972656e+00
2.805000000000000071e+01,7.247397899627685547e+00
2.810000000000000142e+01,7.225819587707519531e+00
2.815000000000000213e+01,7.144631385803222656e+00
2.820000000000000284e+01,7.102781772613525391e+00
2.825000000000000000e+01,7.095187664031982422e+00
2.830000000000000071e+01,7.064950466156005859e+00
2.835000000000000142e+01,7.104506492614746094e+00
2.840000000000000213e+01,7.203106403350830078e+00
2.845000000000000284e+01,7.120904922485351562e+00
2.850000000000000000e+01,7.005267143249511719e+00
2.855000000000000071e+01,6.964527606964111328e+00
2.860000000000000142e+01,6.886649608612060547e+00
2.865000000000000213e+01,6.962483406066894531e+00
2.870000000000000284e+01,6.881182670593261719e+00
2.875000000000000000e+01,6.876391410827636719e+00
2.880000000000000071e+01,6.877201080322265625e+00
2.885000000000000142e+01,6.933022499084472656e+00
2.890000000000000213e+01,6.964452743530273438e+00
2.895000000000000284e+01,6.928821563720703125e+00
2.900000000000000000e+01,7.030943870544433594e+00
2.905000000000000071e+01,6.978253364562988281e+00
